"Won_Championship","Previous_SB_Wins","Number_Of_Wins_This_Season","Number_Of_First_Round_Draft_Picks","Team_Value","Playing_Style","Average_Player_Age","Number_Of_Injured_Players","Coach_Experience_Level","ID"
0,2,14,2,"Less_Than_Four_Billion","Relaxed",26,"eight","Beginner",4616
1,1,15,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"four","Intermediate",5610
0,2,12,1,"Less_Than_Four_Billion","Aggressive_Defense",27,"six","Beginner",4385
0,1,11,1,"Less_Than_Four_Billion","Aggressive_Defense",28,"seven","Intermediate",4064
0,2,14,2,"Less_Than_Four_Billion","Relaxed",26,"five","Intermediate",9709
1,2,14,3,"Less_Than_Four_Billion","Aggressive_Defense",26,"seven","Intermediate",443
1,2,15,2,"Less_Than_Four_Billion","Balanced",27,"five","Intermediate",6579
0,2,14,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"five","Intermediate",4168
0,1,12,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"eight","Intermediate",8401
1,1,14,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"six","Intermediate",5429
0,1,13,2,"Less_Than_Four_Billion","Balanced",27,"four","Intermediate",1156
0,2,15,2,"Less_Than_Four_Billion","Balanced",26,"five","Intermediate",2117
1,2,13,2,"Less_Than_Four_Billion","Relaxed",26,"four","Advanced",1956
1,2,15,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"five","Intermediate",7248
0,2,14,2,"Less_Than_Four_Billion","Balanced",27,"six","Intermediate",9726
0,2,13,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"six","Beginner",9510
1,2,14,2,"Less_Than_Four_Billion","Balanced",26,"seven","Intermediate",8682
1,2,15,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"five","Intermediate",9113
1,3,14,2,"Above_Four_Billion","Aggressive_Defense",27,"five","Intermediate",1716
1,2,15,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"six","Intermediate",5941
1,2,13,3,"Less_Than_Four_Billion","Aggressive_Defense",27,"four","Advanced",5549
0,2,12,1,"Less_Than_Four_Billion","Aggressive_Defense",27,"seven","Beginner",25
1,2,13,2,"Less_Than_Four_Billion","Balanced",27,"five","Intermediate",3845
0,2,14,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"five","Intermediate",4503
1,3,14,2,"Less_Than_Four_Billion","Balanced",27,"four","Intermediate",4484
1,3,15,2,"Less_Than_Four_Billion","Balanced",27,"four","Intermediate",2323
0,2,14,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"five","Intermediate",9838
1,2,13,2,"Less_Than_Four_Billion","Relaxed",27,"five","Intermediate",3728
1,1,12,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"five","Advanced",9968
1,2,13,3,"Less_Than_Four_Billion","Balanced",25,"seven","Intermediate",6850
0,2,13,2,"Above_Four_Billion","Balanced",26,"six","Intermediate",5737
1,2,15,2,"Less_Than_Four_Billion","Balanced",27,"six","Intermediate",8928
0,2,14,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"five","Intermediate",4113
1,2,14,3,"Less_Than_Four_Billion","Balanced",26,"seven","Intermediate",7441
0,2,13,1,"Less_Than_Four_Billion","Balanced",26,"six","Beginner",1327
1,2,14,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"six","Beginner",9242
0,2,13,2,"Less_Than_Four_Billion","Balanced",26,"six","Intermediate",5116
0,2,14,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"seven","Intermediate",9714
1,1,14,3,"Less_Than_Three_Billion","Balanced",27,"six","Intermediate",6380
1,2,14,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"five","Intermediate",7956
0,2,15,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"four","Intermediate",4150
0,2,14,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"six","Intermediate",831
1,2,14,3,"Less_Than_Four_Billion","Aggressive_Defense",26,"six","Intermediate",6096
0,2,14,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"six","Intermediate",2388
0,2,13,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"seven","Beginner",7764
1,1,13,1,"Less_Than_Four_Billion","Balanced",27,"six","Beginner",1904
0,2,15,2,"Less_Than_Three_Billion","Aggressive_Defense",26,"three","Intermediate",9420
1,1,12,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"five","Intermediate",9275
0,2,14,2,"Less_Than_Four_Billion","Balanced",27,"six","Intermediate",5604
1,1,15,3,"Less_Than_Four_Billion","Balanced",26,"four","Intermediate",2289
0,2,16,3,"Less_Than_Four_Billion","Aggressive_Defense",26,"five","Intermediate",9598
1,2,12,3,"Less_Than_Three_Billion","Balanced",26,"six","Advanced",6164
1,2,14,2,"Above_Four_Billion","Aggressive_Defense",27,"two","Advanced",6825
1,2,13,2,"Above_Four_Billion","Aggressive_Defense",26,"six","Intermediate",8584
1,2,16,2,"Less_Than_Four_Billion","Balanced",26,"six","Beginner",9117
1,1,15,3,"Less_Than_Three_Billion","Aggressive_Defense",27,"six","Intermediate",3258
0,2,13,2,"Less_Than_Three_Billion","Balanced",26,"nine","Intermediate",8886
0,2,13,2,"Less_Than_Four_Billion","Balanced",27,"five","Intermediate",2553
1,2,12,2,"Less_Than_Four_Billion","Balanced",26,"six","Intermediate",2962
1,2,14,3,"Less_Than_Four_Billion","Balanced",26,"six","Intermediate",6306
0,2,15,3,"Less_Than_Four_Billion","Balanced",26,"five","Intermediate",5101
1,2,12,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"five","Intermediate",2659
1,2,14,3,"Less_Than_Four_Billion","Balanced",26,"six","Advanced",569
0,2,12,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"eight","Intermediate",9406
1,1,15,3,"Less_Than_Four_Billion","Aggressive_Defense",26,"six","Intermediate",1086
1,2,15,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"six","Intermediate",3082
1,2,14,3,"Less_Than_Four_Billion","Aggressive_Defense",26,"six","Advanced",4243
1,1,14,2,"Above_Four_Billion","Aggressive_Defense",27,"four","Intermediate",6907
0,1,14,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"four","Intermediate",9646
1,2,13,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"five","Intermediate",919
0,2,13,3,"Less_Than_Four_Billion","Aggressive_Defense",26,"six","Advanced",2258
1,1,14,3,"Less_Than_Four_Billion","Balanced",26,"seven","Intermediate",9862
1,2,17,2,"Above_Four_Billion","Aggressive_Defense",27,"six","Beginner",1905
0,1,12,1,"Less_Than_Four_Billion","Aggressive_Defense",27,"nine","Beginner",445
0,1,14,2,"Less_Than_Four_Billion","Balanced",26,"five","Intermediate",4525
0,2,13,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"four","Intermediate",3786
1,1,13,2,"Less_Than_Four_Billion","Balanced",27,"four","Intermediate",9086
0,2,12,1,"Less_Than_Four_Billion","Balanced",27,"nine","Beginner",6159
0,3,13,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"five","Beginner",4716
0,2,13,2,"Less_Than_Four_Billion","Balanced",27,"seven","Intermediate",2165
0,2,12,1,"Less_Than_Four_Billion","Aggressive_Defense",27,"six","Intermediate",2937
1,2,14,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"five","Intermediate",8059
1,2,12,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"three","Intermediate",7273
0,2,13,2,"Less_Than_Three_Billion","Aggressive_Defense",26,"six","Intermediate",6222
0,2,15,2,"Less_Than_Four_Billion","Aggressive_Offense",26,"four","Intermediate",7794
1,2,14,3,"Above_Four_Billion","Aggressive_Defense",26,"five","Advanced",8179
0,2,13,2,"Less_Than_Four_Billion","Balanced",27,"six","Intermediate",6843
1,2,14,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"five","Intermediate",6745
0,1,13,1,"Less_Than_Four_Billion","Balanced",26,"seven","Beginner",2021
1,1,14,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"six","Intermediate",458
1,2,12,2,"Less_Than_Four_Billion","Balanced",27,"two","Advanced",8660
0,2,13,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"seven","Intermediate",3968
0,1,11,1,"Less_Than_Three_Billion","Aggressive_Defense",27,"eight","Beginner",283
1,2,13,3,"Less_Than_Three_Billion","Balanced",27,"five","Advanced",4321
1,2,14,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"five","Intermediate",608
1,1,15,3,"Less_Than_Four_Billion","Balanced",25,"seven","Advanced",1411
1,2,14,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"six","Intermediate",2856
0,1,11,1,"Less_Than_Four_Billion","Balanced",27,"seven","Beginner",134
1,2,13,2,"Less_Than_Four_Billion","Balanced",26,"four","Intermediate",1500
0,2,14,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"six","Intermediate",1204
0,2,13,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"five","Intermediate",4182
0,1,16,3,"Less_Than_Four_Billion","Aggressive_Defense",26,"six","Advanced",6539
1,2,15,3,"Less_Than_Four_Billion","Balanced",27,"five","Intermediate",5448
0,2,14,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"five","Intermediate",7561
0,2,15,2,"Less_Than_Four_Billion","Aggressive_Defense",25,"five","Intermediate",4849
0,1,13,1,"Less_Than_Three_Billion","Aggressive_Defense",26,"six","Beginner",1031
1,2,15,2,"Less_Than_Four_Billion","Relaxed",27,"five","Intermediate",3687
0,2,15,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"two","Intermediate",6526
1,2,13,1,"Less_Than_Four_Billion","Balanced",27,"five","Beginner",8669
0,1,17,3,"Less_Than_Four_Billion","Balanced",25,"four","Intermediate",8378
1,3,13,2,"Less_Than_Four_Billion","Balanced",26,"eight","Intermediate",6601
0,2,15,2,"Above_Four_Billion","Aggressive_Defense",26,"four","Intermediate",3903
1,1,13,3,"Less_Than_Four_Billion","Aggressive_Defense",27,"six","Advanced",3746
0,3,13,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"seven","Intermediate",5896
0,2,17,3,"Less_Than_Four_Billion","Aggressive_Defense",25,"two","Intermediate",6019
0,1,13,1,"Less_Than_Four_Billion","Aggressive_Defense",26,"six","Beginner",2788
0,1,14,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"five","Intermediate",4756
1,2,14,3,"Less_Than_Four_Billion","Balanced",26,"five","Advanced",9937
0,2,16,2,"Less_Than_Four_Billion","Aggressive_Defense",25,"five","Beginner",5778
0,1,13,2,"Above_Four_Billion","Balanced",27,"seven","Intermediate",5759
0,2,15,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"three","Intermediate",9927
0,2,13,2,"Less_Than_Four_Billion","Balanced",26,"six","Intermediate",3814
1,2,14,2,"Less_Than_Three_Billion","Aggressive_Defense",27,"five","Intermediate",1214
0,2,16,2,"Less_Than_Four_Billion","Balanced",26,"three","Intermediate",5315
0,2,14,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"six","Intermediate",5867
1,2,14,2,"Less_Than_Four_Billion","Balanced",26,"six","Intermediate",7856
1,2,15,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"four","Intermediate",5141
1,2,13,2,"Less_Than_Four_Billion","Balanced",26,"five","Intermediate",7464
1,2,14,2,"Less_Than_Four_Billion","Aggressive_Offense",27,"five","Intermediate",4952
1,2,13,1,"Less_Than_Four_Billion","Aggressive_Defense",27,"four","Intermediate",2111
0,2,13,2,"Less_Than_Four_Billion","Balanced",26,"six","Intermediate",5215
0,2,16,2,"Less_Than_Four_Billion","Balanced",26,"two","Intermediate",7189
1,1,15,2,"Less_Than_Four_Billion","Relaxed",27,"six","Intermediate",1528
1,2,13,3,"Less_Than_Four_Billion","Aggressive_Defense",26,"seven","Intermediate",8308
1,1,13,2,"Above_Four_Billion","Relaxed",26,"five","Intermediate",494
1,1,15,3,"Less_Than_Four_Billion","Aggressive_Defense",26,"seven","Intermediate",7224
1,1,16,3,"Less_Than_Four_Billion","Relaxed",27,"five","Intermediate",1408
1,2,12,1,"Less_Than_Four_Billion","Aggressive_Defense",26,"two","Intermediate",4639
1,1,13,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"six","Intermediate",1179
1,2,14,2,"Less_Than_Three_Billion","Balanced",27,"five","Intermediate",4866
1,3,14,3,"Less_Than_Four_Billion","Balanced",26,"seven","Advanced",6528
0,2,13,1,"Less_Than_Four_Billion","Balanced",27,"six","Intermediate",3111
1,2,14,2,"Less_Than_Four_Billion","Balanced",26,"six","Intermediate",3853
1,2,12,3,"Less_Than_Four_Billion","Aggressive_Offense",27,"five","Advanced",581
0,1,12,1,"Less_Than_Four_Billion","Balanced",27,"seven","Beginner",7707
0,2,13,1,"Less_Than_Four_Billion","Balanced",27,"five","Intermediate",7627
1,2,14,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"five","Intermediate",4668
0,2,14,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"five","Intermediate",1028
1,2,13,3,"Less_Than_Four_Billion","Aggressive_Defense",26,"seven","Intermediate",9696
1,1,13,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"five","Advanced",7111
0,2,14,2,"Less_Than_Four_Billion","Balanced",26,"six","Beginner",6017
0,2,14,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"five","Beginner",4424
0,2,15,2,"Less_Than_Four_Billion","Balanced",26,"four","Intermediate",6106
0,2,14,2,"Less_Than_Four_Billion","Balanced",26,"six","Intermediate",2371
1,2,12,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"six","Intermediate",5508
1,1,13,3,"Less_Than_Three_Billion","Aggressive_Defense",26,"seven","Intermediate",3011
0,2,13,1,"Less_Than_Four_Billion","Aggressive_Defense",27,"six","Intermediate",9201
1,1,14,2,"Less_Than_Three_Billion","Aggressive_Offense",26,"four","Intermediate",4663
1,3,15,3,"Less_Than_Four_Billion","Balanced",27,"six","Intermediate",3016
0,1,14,2,"Less_Than_Four_Billion","Balanced",26,"five","Intermediate",5933
1,2,14,2,"Less_Than_Four_Billion","Balanced",26,"five","Intermediate",222
1,2,13,3,"Less_Than_Four_Billion","Balanced",26,"six","Advanced",3188
0,1,15,3,"Less_Than_Four_Billion","Balanced",25,"seven","Intermediate",5874
1,3,13,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"seven","Intermediate",6942
0,2,14,2,"Less_Than_Four_Billion","Balanced",26,"six","Intermediate",1565
1,2,11,3,"Less_Than_Four_Billion","Aggressive_Defense",26,"six","Advanced",2012
1,3,14,3,"Less_Than_Four_Billion","Balanced",26,"eight","Intermediate",5838
0,2,14,2,"Less_Than_Four_Billion","Balanced",27,"five","Intermediate",4850
0,2,15,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"four","Intermediate",8029
0,1,16,3,"Less_Than_Four_Billion","Aggressive_Defense",26,"four","Intermediate",7568
0,2,14,2,"Less_Than_Four_Billion","Balanced",27,"four","Intermediate",8574
1,1,16,2,"Above_Four_Billion","Aggressive_Defense",27,"six","Intermediate",2497
0,1,14,2,"Less_Than_Four_Billion","Balanced",27,"four","Intermediate",8061
0,2,14,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"four","Intermediate",4377
1,2,14,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"six","Intermediate",8266
1,1,13,3,"Less_Than_Four_Billion","Aggressive_Defense",26,"six","Advanced",6968
1,2,15,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"five","Intermediate",7394
1,2,13,2,"Less_Than_Four_Billion","Relaxed",27,"five","Intermediate",4061
0,2,14,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"seven","Intermediate",5736
0,3,14,2,"Less_Than_Three_Billion","Balanced",26,"six","Intermediate",7065
0,2,14,2,"Less_Than_Four_Billion","Balanced",27,"five","Intermediate",4228
1,2,14,3,"Less_Than_Four_Billion","Aggressive_Defense",26,"eight","Intermediate",8631
1,3,14,2,"Above_Four_Billion","Balanced",26,"seven","Intermediate",6524
1,2,16,3,"Less_Than_Three_Billion","Balanced",27,"four","Intermediate",3947
0,2,12,1,"Less_Than_Three_Billion","Balanced",27,"seven","Beginner",7980
1,2,14,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"seven","Intermediate",6119
1,2,13,3,"Less_Than_Four_Billion","Aggressive_Defense",26,"five","Advanced",7142
0,1,15,2,"Less_Than_Four_Billion","Balanced",26,"five","Intermediate",1837
0,2,13,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"eight","Intermediate",983
1,3,16,3,"Less_Than_Four_Billion","Balanced",26,"six","Intermediate",2828
1,2,15,3,"Less_Than_Four_Billion","Aggressive_Offense",26,"seven","Intermediate",392
0,2,12,1,"Less_Than_Four_Billion","Relaxed",28,"six","Intermediate",7845
0,1,15,2,"Less_Than_Four_Billion","Balanced",26,"three","Intermediate",8057
1,2,14,2,"Less_Than_Four_Billion","Relaxed",27,"five","Intermediate",776
0,1,14,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"six","Intermediate",8346
0,2,15,2,"Less_Than_Four_Billion","Balanced",26,"five","Intermediate",5129
1,2,12,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"five","Intermediate",6554
0,2,15,2,"Less_Than_Four_Billion","Balanced",27,"five","Intermediate",3984
1,2,13,2,"Above_Four_Billion","Aggressive_Defense",26,"seven","Intermediate",9887
1,2,12,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"four","Advanced",8885
1,2,15,2,"Less_Than_Four_Billion","Balanced",27,"six","Intermediate",4340
0,1,15,2,"Above_Four_Billion","Aggressive_Defense",26,"five","Intermediate",4393
0,1,14,2,"Less_Than_Four_Billion","Balanced",26,"seven","Intermediate",1531
1,2,14,2,"Less_Than_Four_Billion","Relaxed",26,"six","Intermediate",7027
1,1,12,2,"Less_Than_Four_Billion","Balanced",26,"five","Advanced",3270
0,2,12,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"eight","Beginner",3185
0,2,13,2,"Less_Than_Four_Billion","Balanced",27,"six","Intermediate",6553
1,2,15,2,"Less_Than_Four_Billion","Balanced",26,"five","Intermediate",6026
0,1,15,2,"Less_Than_Four_Billion","Balanced",27,"five","Intermediate",754
1,1,12,3,"Above_Four_Billion","Balanced",26,"six","Advanced",8601
1,2,13,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"five","Intermediate",9089
1,2,13,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"six","Intermediate",2433
1,2,13,3,"Above_Four_Billion","Aggressive_Defense",26,"six","Intermediate",2443
0,2,13,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"six","Intermediate",1885
1,2,15,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"four","Intermediate",768
0,3,13,1,"Above_Four_Billion","Aggressive_Defense",27,"six","Beginner",3665
1,1,11,2,"Above_Four_Billion","Aggressive_Defense",26,"five","Intermediate",3116
0,2,13,1,"Less_Than_Four_Billion","Aggressive_Defense",27,"five","Beginner",8076
1,2,14,2,"Less_Than_Four_Billion","Relaxed",26,"six","Intermediate",1209
1,2,15,3,"Less_Than_Four_Billion","Aggressive_Defense",26,"eight","Intermediate",7232
1,2,12,2,"Above_Four_Billion","Aggressive_Offense",26,"five","Advanced",8639
0,2,13,1,"Less_Than_Four_Billion","Relaxed",26,"five","Beginner",5083
1,2,14,2,"Less_Than_Four_Billion","Relaxed",26,"seven","Intermediate",5308
1,1,15,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"five","Intermediate",1943
0,3,14,2,"Less_Than_Four_Billion","Balanced",26,"five","Beginner",6237
1,1,16,3,"Less_Than_Four_Billion","Balanced",25,"three","Intermediate",8181
1,2,15,3,"Less_Than_Four_Billion","Aggressive_Defense",26,"seven","Intermediate",2887
0,2,16,3,"Less_Than_Four_Billion","Aggressive_Defense",25,"five","Intermediate",5330
1,1,14,2,"Less_Than_Four_Billion","Balanced",26,"five","Intermediate",8897
1,2,14,2,"Less_Than_Three_Billion","Aggressive_Defense",27,"five","Intermediate",2627
1,2,15,4,"Above_Four_Billion","Balanced",26,"seven","Advanced",4354
1,1,14,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"four","Intermediate",2031
1,2,15,3,"Less_Than_Four_Billion","Balanced",27,"eight","Intermediate",7450
0,2,14,1,"Above_Four_Billion","Balanced",27,"three","Beginner",7254
0,2,13,2,"Less_Than_Four_Billion","Balanced",26,"six","Intermediate",6713
1,1,15,3,"Less_Than_Four_Billion","Aggressive_Defense",26,"five","Intermediate",5162
0,2,13,1,"Less_Than_Four_Billion","Aggressive_Defense",27,"five","Intermediate",3228
1,2,14,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"four","Intermediate",4707
0,2,12,2,"Above_Four_Billion","Aggressive_Defense",27,"seven","Intermediate",5817
1,2,16,2,"Less_Than_Four_Billion","Balanced",27,"five","Intermediate",479
0,3,16,3,"Less_Than_Four_Billion","Balanced",25,"three","Intermediate",6165
0,2,14,2,"Above_Four_Billion","Aggressive_Defense",26,"six","Intermediate",8141
0,1,14,1,"Above_Four_Billion","Aggressive_Defense",26,"three","Beginner",8873
1,2,15,3,"Less_Than_Four_Billion","Balanced",26,"five","Intermediate",8544
1,2,14,3,"Less_Than_Four_Billion","Aggressive_Offense",26,"six","Intermediate",9320
1,2,13,1,"Less_Than_Four_Billion","Balanced",26,"four","Intermediate",189
1,1,13,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"seven","Intermediate",984
1,1,14,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"six","Intermediate",8357
0,2,15,2,"Less_Than_Four_Billion","Balanced",26,"six","Intermediate",9313
1,2,13,3,"Less_Than_Four_Billion","Aggressive_Defense",26,"six","Advanced",2882
